numero,direccion,latitud,longitud
153.0,Llano de la Zaidía - Doctor Olóriz,39.48305822805289,-0.3805912745331588
155.0,Salamanca - Reina Doña Germana,39.46495329574819,-0.3630783484267159
168.0,Malvarrosa - Río Tajo,39.47687131828106,-0.32788721869941045
156.0,Puerto Rico - Cuba,39.46096428829767,-0.3763453968184098
158.0,Doctor Lluch - Virgen del Sufragio,39.46669828513057,-0.3277192268301427
160.0,José María de Haro - Justo y Pastor,39.467336291769534,-0.33898126470999496
166.0,Don Vicente Guillot - Progreso,39.47334930757559,-0.32881122495787873
181.0,"Zapadores, 23",39.45799927509706,-0.3681913713233589
169.0,Pavía (Instituto Isabel de Villena),39.47878532308192,-0.32464520634897104
170.0,Isabel de Villena - Mendizábal,39.482973337910934,-0.32533420529241996
176.0,Cno. Moncada - Pedro Patricio Mey,39.49201739310727,-0.378853381402734
208.0,Carteros - Mossen Febrer,39.451692263769644,-0.38857844617931064
215.0,Músico Ayllón - Francisco Dolz,39.46567131414367,-0.39674846254882856
260.0,Traginers - Pedrapiquers,39.45955629873093,-0.4072175039832668
247.0,Tres Cruces - Músico Ayllón,39.467410323935766,-0.4055734914728698
206.0,Periodista Gil Sumbiela - Poeta Serrano Clavero,39.49271239990425,-0.38900741524280136
263.0,Padre Esteban Pernet - Casa Misericordia,39.467043324648515,-0.4096445056541294
265.0,Alcasser - Poeta Alberto Lista,39.470973337167365,-0.40811749816977394
269.0,"Campamento, 81",39.49990744160243,-0.42626353678444817
220.0,Castán Tobeñas - Patriques,39.47385534208041,-0.3983214623957442
209.0,Gaspar Aguilar - Músico Penella,39.45208226727133,-0.39301546105732643
266.0,Canal de Navarrés - Maestro Rodrigo,39.49028940014262,-0.40637147642320165
268.0,"Plaza Luis Cano, 5",39.50144544298018,-0.41849350927046264
270.0,Ninot - Regino Mas,39.50007542649037,-0.39288942312141745
274.0,San Francisco de Paula - Castell de Pop,39.44807022576504,-0.3331882593063431
275.0,Moreras - Rona de Nazaret,39.45230524022502,-0.3350652633218127
233.0,San Juan Bosco - Santiago Rusiñol,39.497160406039164,-0.36943734517384297
239.0,Florista - T4 (Palau de Congressos),39.4969854198013,-0.39996444953107335
241.0,La Vall d'Albaida - Corts Valencianes,39.49297840711153,-0.4018904586642118
232.0,San Vicente Paul - Santiago Rusiñol,39.49464439592328,-0.36575333473149996
236.0,Rio Segre - Rafael Company,39.49506640496422,-0.38227839001583847
238.0,San Jose Artesano - Francisco Morote Greus,39.497449418355934,-0.39438342966293366
248.0,Tres Cruces - Jose Maria Mortes Lerma,39.46284030885798,-0.40496949382893443
221.0,Manuel de Falla - Hernández Lázaro,39.475270348637764,-0.4028534760386356
223.0,Valle de la Ballestera - Hospital Nueve de Octubre,39.47855835893999,-0.4011874677803583
243.0,Albacete - Maluquer,39.46282029901061,-0.3845424236611566
240.0,Camp del Turia - Corts Valencianes,39.495004413973305,-0.40154745608135123
244.0,Valle de la Ballestera - Pio Baroja,39.47850636088407,-0.40613648554970433
42.0,Av. de la Plata (Museo Fallero),39.45878127329601,-0.3586583378805894
44.0,General Urrutia - Av. de la Plata,39.45642926768604,-0.36301435452576164
49.0,Ricardo Muñoz Suay - María José Victoria Fuster (C.C. El Saler),39.45298693239739,-0.3571104198826364
54.0,Plaza de Europa,39.459778273617445,-0.3526903171951741
70.0,"Colón, 44",39.469213221319464,-0.3716462894107889
41.0,General Urrutia - Granada,39.458912276426375,-0.36477635908979195
74.0,Plaza San Felipe Neri (Mercado Algirós),39.469949307546806,-0.3537343124957471
93.0,Blasco Ibañez - Poeta Durán Tortajada,39.472282310670764,-0.34380927742382206
98.0,Justo y Pastor - Duque de Gaeta,39.469680303996114,-0.348442294427372
25.0,"Alberique, 18 (Abastos)",39.46772931656263,-0.38861043334080225
59.0,Baleares - Río Escalona,39.463088285667624,-0.3545493213542055
73.0,Jerónimo Monsoriu - Industria,39.4662592905475,-0.3428792786496773
79.0,Aragón - Ernesto Ferrer,39.4727793187067,-0.357242322435451
89.0,"Blasco Ibañez, 23 (F. Filosofía y Psicología)",39.47780233689744,-0.3593183259089267
26.0,San José de Calasanz - Salas Quiroga,39.46619531059966,-0.3860524260304749
39.0,Peris y Valero - Cuba,39.457854277261184,-0.3739313916673185
43.0,Escultor José Capuz - Oriente,39.459477276259406,-0.36115334583643566
3.0,Plaza del Musico López Chavarri,39.4768353435743,-0.3802883976424855
32.0,Conde Altea - Almirante Cadarso,39.46600630156446,-0.3682473649948816
53.0,Alameda - Pintor Maella,39.45676426141678,-0.34813930400480075
5.0,Plaza Poeta Llorente,39.476895339123786,-0.3711403661399108
92.0,Blasco Ibañez - Aragón,39.47586032883543,-0.35596831583559707
19.0,Juan Llorens - Quart,39.47436934054566,-0.391590438798602
22.0,Angel Guimerá - Juan Llorens,39.46978732404922,-0.3883534313205414
23.0,Fernando el Católico - Erudito Orellana,39.471628328748515,-0.3861784216967592
28.0,Navarro Reverter - Grabador Esteve,39.47158231958138,-0.36775135880068294
77.0,Molinell - Calderón de la Barca,39.48497336307338,-0.36566734195835493
12.0,Calle Salvá - Calle Poeta Querol,39.47196722343732,-0.3740102862977963
24.0,Fernando el Católico - Cuenca,39.469077319212495,-0.3840274173384119
61.0,Vicent Vidal - Pintor Maella,39.46129327599964,-0.34783029886743094
63.0,Av Puerto 19 (Telefónica),39.46777930285978,-0.358414330727018
72.0,Ramiro de Maeztu - Peris Brell,39.467257201162404,-0.34644628196214244
195.0,Giorgeta - Roig de Corella,39.459384287208486,-0.3842814248129742
199.0,Beato Nicolás Factor - Convento de Jesús,39.46158829801141,-0.39155844823975844
110.0,UPV Trinquet,39.48074033571707,-0.33668024623462534
109.0,Naranjos - Ingeniero Fausto Elio,39.4768193210939,-0.3335102388084858
185.0,Ebanista Caselles - Ausias March,39.45004424948915,-0.3705033850186671
127.0,Alfahuir - Duque de Mandas,39.49059138177909,-0.3644463333304693
186.0,Benifairó de Valldigna - Joaquín Benlloch,39.45039125246078,-0.3740153970137416
190.0,Cra. Malilla - Bulevar Sur,39.44608224133691,-0.38029642271654757
192.0,Cra. Malilla - Oltá,39.45263726161547,-0.3787144113919625
191.0,Esparraguera - Cra. Malilla,39.45032925434954,-0.37886641388495107
200.0,Av. del Cid - Julián Peña,39.467737319045916,-0.3932144497376184
119.0,Jaime Roig - Bachiller,39.48252035422283,-0.36322633473676447
117.0,Gascó Oliag - Primado Reig,39.47925133992885,-0.357065317141581
104.0,Albalat dels Tarongers - Paseo Facultades,39.478386332978474,-0.3472752845405608
116.0,Doctor Vicente Zaragozá - Ramón Asensio,39.48325335356676,-0.3575613154471814
118.0,Gómez Ferrer - Álvaro de Bazán,39.480466345728246,-0.3604163266878076
128.0,Alfahuir - Peñiscola,39.48876637693274,-0.367544345093534
134.0,Maximiliano Thous - Luz Casanova,39.48765637635625,-0.37333936513208965
136.0,Economista Gay - Constitución,39.48994138447594,-0.37561037166808026
137.0,Economista Gay - Luis Crumiere,39.48903338344832,-0.3798963873712934
129.0,Almazora - Benimuslem,39.485975369089516,-0.3699453557741905
145.0,Plaza Badajoz,39.48154736759815,-0.398395456094638
157.0,Pérez Galdós - Marqués de Zenete,39.46405230416093,-0.38736643250783204
159.0,Francisco Cubells - San José de la Vega,39.463449276866356,-0.3347222532485526
146.0,Av. Campanar (La Fe),39.48511037548845,-0.3909524281114989
150.0,Manuel Candela - Rodriguez de Cepeda,39.46772129856667,-0.35060930364544307
154.0,Pescadores - Progreso,39.469876296228996,-0.3295542305651281
179.0,Av. de la Plata - Zapadores,39.45547226612543,-0.36642636792637634
172.0,Pío XII - Campanar,39.48146236504626,-0.3933454386575609
178.0,Reig Genovés - Ramón Contreras Mongrell,39.49221639017785,-0.3705063522665271
180.0,Doctor Waksman - Nieves,39.45602126922772,-0.3706833820688013
175.0,Juan XXIII - Domingo Gómez,39.49258939642365,-0.38271239433339566
177.0,Alcudia de Crespins - Pedro Patricio Mey,39.493545396079504,-0.3734883620528129
249.0,Tres Cruces - Segunda República Española,39.459506295875165,-0.4027404883331656
201.0,Perez Galdós - Nou Moles,39.47171233289752,-0.39366844724894096
210.0,Campos Crespo - Juan de Garay,39.45555328036534,-0.39671647037206986
212.0,Fray Juanípero Serra - Torrente,39.46148430130945,-0.40039647823746194
224.0,Jorge Comin (Metge) - Terrateig,39.480568366964896,-0.40358847435527895
267.0,Beniferri - Vicent Tomás Martí,39.49416841275147,-0.4059294716064297
271.0,Salvador Cerveró - Carlos Cortina,39.49927942267903,-0.38989141267304944
222.0,Maestro Rodrigo - Manuel de Falla,39.47689335174765,-0.39728245609920837
264.0,Av. del Cid - Marconi,39.46916033373618,-0.4144325204450301
272.0,Vicente la Roda - Ingeniero Fausto Elio,39.48062333339468,-0.33219023115385166
214.0,"Santa Cruz de Tenerife, 21",39.464932313028335,-0.4005764763988502
218.0,Salvador Ferrandis Luna - Juan Bautista Vives,39.47074033078547,-0.3973844614710405
225.0,Padre Barranco - Carlos Ruano Llopis (Pintor),39.488107390420495,-0.40114246019172434
231.0,Alcañiz - Cambrils,39.49507240298451,-0.3786213772644184
235.0,Conde Torrefiel - Cecilio Plá,39.49804541205544,-0.3772033703255944
237.0,Levante U.D. - Ecuador,39.494758407776374,-0.39103842063587124
230.0,Poeta Serrano Clavero - General Llorens,39.49475040560395,-0.38678440634001116
234.0,Plaza Músico Espí,39.49649940567526,-0.3736443597891149
252.0,Dels Gremis - Campos Crespo,39.45028826570709,-0.40357449843597065
253.0,José Meliá Castelló - Campos Crespo,39.45272627278094,-0.4011014879360589
255.0,Tomas de Villarroya - San Vicente,39.447703249066144,-0.38602944085901075
257.0,"Plaza Salvador Soria, 8",39.44525124234686,-0.38910445245389036
256.0,Tres Forques - Turís,39.46396330656933,-0.39223544845537966
56.0,Francia - Menorca,39.45842126509135,-0.3444052893928658
13.0,Alfonso el Magnánimo - Nave,39.4720623227334,-0.37087436964085335
31.0,Salamanca - Conde Altea,39.467365304622646,-0.3650283531086902
60.0,Baleares - Lebón,39.46223128102797,-0.3517763125261459
69.0,Av. Puerto - Serrería,39.46195227384504,-0.3387212679875118
71.0,Av. Puerto - Plaza Tribunal de les Aigües,39.46038026686525,-0.33353125122308164
90.0,"Blasco Ibañez, 32 (F. Filología)",39.47673433298103,-0.3589673254467337
100.0,Blasco Ibañez - Mestre Ripoll,39.471634305646866,-0.33815025853445674
10.0,Hospital - Horno del Hospital,39.470816323984536,-0.38261041097634013
81.0,Micer Mascó - Rodriguez Fornos,39.47512832851177,-0.36097833354659675
85.0,Blasco Ibañez - Jaime Roig,39.479464345022826,-0.3647153422684407
35.0,Regne de Valencia - Almirante Cadarso,39.46374929341137,-0.36699436340059455
37.0,Peris y Valero - Luis Santángel,39.460937800028375,-0.3664406250017559
58.0,Plaza España,39.46621830848607,-0.3815864106638383
75.0,República Argentina - Campoamor,39.472113313853896,-0.35170130420295115
82.0,Guillem de Castro (Torres de Quart),39.47605634238628,-0.3839144104057024
15.0,Ribera - Plaza Ayuntamiento,39.46908831533384,-0.3756373880434071
16.0,"Colón, 60",39.470092316192336,-0.3704333693720587
86.0,Gaspar Aguilar - Vicente Parra,39.4552402764855,-0.39119345191575566
14.0,Huesca - Barón de Cárcer,39.46896731649349,-0.37972440222295445
47.0,Autopista del Saler - Puente Monteolivete,39.45651226440267,-0.35541832880362817
51.0,Moreras (Oceanográfico),39.45218324552497,-0.3472273049060467
88.0,"Blasco Ibañez, 28 (F. Geografía e Historia)",39.477512336096844,-0.36114233248377353
4.0,Plaza de la Virgen - Bailía,39.476747340831494,-0.37534238089458904
7.0,Plaza del Mercado - Taula de Canvis,39.47487233593648,-0.3791853952972924
17.0,Xátiva - Bailén (Estación del Norte),39.46746831099193,-0.3772593951806123
27.0,San Vicente Martir - Doctor Vilá Barberá,39.463362299305594,-0.3818514137102655
96.0,Blasco Ibañez - Yecla,39.47355431688417,-0.3482142912637639
29.0,Plaza América - Cirilo Amorós - Sorní,39.47011231364647,-0.3652993525279599
36.0,Plaza de los Fueros - Conde Trenor,39.479072348860946,-0.3754363798581042
76.0,Campoamor - Músico Ginés,39.47008330347364,-0.343461277578989
2.0,Salvador Giner - C. Museo,39.479889353348874,-0.3797483936090024
34.0,Regne de Valencia - Doctor Sumsi,39.46412229654908,-0.36996137299092113
40.0,"Barcas, 11",39.470466319701956,-0.3748243837183276
9.0,Plaza de Tetuán,39.47435533016869,-0.3699303648826442
78.0,Aragón - Vicente Sancho Tello,39.46994531050937,-0.358688329939162
30.0,Cirilo Amorós - Jorge Juan (Mercado Colón),39.468601309884924,-0.36849936365579583
45.0,Hermanos Maristas - General Urrutia,39.45381925759081,-0.36185535292343096
197.0,Fontanars dels Aforins - Jacinto Labaila,39.458184286737165,-0.39233345436447337
182.0,Ausias March - Pianista Amparo Iturbi,39.455432269344854,-0.37496539716978367
184.0,Bombero Ramón Duart - Hermanos Maristas,39.45278225629358,-0.36557036636455215
112.0,Manuel Broseta i Pont - Naranjos,39.47858033137406,-0.34227526701990957
144.0,Marqués de San Juan - Diputat Lluís Lucía,39.4787793569025,-0.39548044804080085
107.0,Campillo de Altobuey (Polideportivo),39.47524531713643,-0.3362242490922528
163.0,Paseo Neptuno 32-34,39.46443727525528,-0.3234012136184579
188.0,Hospital Nueva Fe (consultas externas),39.44462122517277,-0.3751583239336074
194.0,Estación AVE Joaquín Sorolla,39.461018290993636,-0.38097441235847007
196.0,Jerónimo Muñoz - Gaspar Aguilar,39.45957528956863,-0.3880664379854734
198.0,Fontanars dels Aforins - Vall d'Uixó,39.46088029740053,-0.395316462028443
121.0,Murta - Sant Eperit,39.48618236435413,-0.35877131748144303
115.0,Cataluña - Doctor Vicente Zaragozá,39.481562345598135,-0.3521482985209469
124.0,Azagador de Alboraya - Dolores Marqués,39.48850137319014,-0.3619553259600363
114.0,UPV Informática,39.4818043438759,-0.346591279156021
122.0,Músico Hipólito Martínez - Diógenes López Mecho,39.48448535604776,-0.3540663028794564
101.0,Marino Blas de Lezo (estación Cabañal Adif),39.47006829907817,-0.3343612466069016
105.0,Aularios Universidad de Valencia,39.47835119969391,-0.3443952655704271
130.0,Convento Carmelitas - Alboraya,39.483238360081586,-0.370210358642677
135.0,Constitución - Reus,39.48570237196362,-0.37850138478156414
113.0,UPV Caminos,39.48127634089521,-0.3436112694462359
131.0,"CALLE SANTA AMALIA  2, esquina POETA BODRIA",39.48141722170027,-0.3729122732215235
133.0,Alfambra - Poeta Monmeneu,39.48275636079257,-0.37588237827023757
139.0,Reus - Alquería de la Estrella,39.485706374097916,-0.38287339995719183
140.0,Campanar - Nicasio Benlloch,39.48800438494039,-0.3896004206542252
147.0,Pie de la Cruz - Rejas,39.47320133107913,-0.3802074001545322
149.0,Peris y Valero - Salamanca,39.462934287947085,-0.36179534600499663
148.0,C/Xàtiva 30-32,39.46714522461298,-0.3753782937388751
167.0,Pavía - Acequia de la Cadena,39.474908310742784,-0.3246102088459378
152.0,Reina Doña María - Cádiz,39.460925286769694,-0.3727053849231208
162.0,Armada Española - Mariano Cuber,39.46360427573933,-0.3297952360224295
164.0,Pavía - Columbretes,39.46846028903177,-0.3246342149862025
165.0,Pavía - Espadán,39.471409299035706,-0.3245702116150898
171.0,Gran Canaria - Ingeniero Manuel Maese,39.483060339803416,-0.32900821806202085
183.0,Ausias March - Av. de la Plata,39.45262025913349,-0.3722843899417025
173.0,Pío XII - Monestir de Poblet,39.484541375368174,-0.394678441209281
174.0,Monduber - Peset Aleixandre,39.489438388167024,-0.38664740957644866
205.0,Nicasio Benlloch - Amics dels Corpus,39.48928739053543,-0.3930904323547156
211.0,Fray Junípero Serra - Vall d'Uixó,39.45872629171394,-0.3977574716661004
203.0,Reina Violante - Escultor García Mas,39.48460937883364,-0.40118246297404103
202.0,Pechina - Teruel,39.47622234753723,-0.39333444304417053
258.0,Pintor Rafael Solves - Jose Soto Mico,39.43982822413676,-0.3891374575312111
213.0,Archiduque Carlos - José María Mortes Lerma,39.463165305912604,-0.39697246591763863
217.0,Pintor Stolz - Nueve de Octubre,39.47032833321364,-0.40459648652865626
219.0,Castán Tobeñas - Rincon de Ademuz,39.47265724610551,-0.40303029799024204
261.0,Plaza Xuquer - Vinalopó,39.47667632834523,-0.35037729588168837
262.0,Tres Forques - Colonia Española de Mexico,39.463472312903384,-0.40922550688289966
204.0,Corts Valencianes - General Avilés,39.485843380594176,-0.3965874461307865
276.0,Veles e Vents,39.46197526682713,-0.32376521655842594
207.0,"Giorgeta, 64",39.45539327294658,-0.381905420300487
216.0,Av. del Cid - Burgos,39.469162243634074,-0.3994613007254756
273.0,Moraira - Alta del Mar,39.450305232524904,-0.3332722584595297
227.0,San Clemente - Hospital Arnau de Vilanova,39.49024839844318,-0.40293146422681364
229.0,Aitana - Florista,39.493104403991694,-0.39480643424749534
245.0,Nueve de Octubre - Cieza,39.47213024806011,-0.40527029936434095
228.0,Doctor Nicasio Benlloch - L'Horta Sud,39.4936924079167,-0.398671446907537
246.0,Tres Cruces - Hospital General,39.469090330003425,-0.4065094941412157
250.0,Tres Cruces - Pio XI,39.456352245577065,-0.4008070181198941
251.0,Arquitecto Segura del Lago - Camino Nuevo de Picaña,39.45583028505104,-0.4044134972721287
259.0,Pio IX - Músico Cabanilles,39.44546024514969,-0.3930154660803912
226.0,Corts Valencianes - La Safor,39.49086439918327,-0.3988594505654264
242.0,La Safor - Maestro Rodrigo,39.487907391410516,-0.4041974712326189
254.0,Doctor Tomás Sala - Carteros,39.447714251158565,-0.3899174536874086
299.0,Borna pruebas laboratorio madrid,40.44881373291668,-3.5848924983148165
